Original Image,Original Image Size (KB),Original Image Path,Compressed Image,Compressed Image Size (KB),Compressed Image Path,Compression Ratio,Build Tree Time (ms),Nearest Search Time (ms),CNN Inference Time (ms),Encoding Time (s),Decoding Time (s),PSNR (dB),SSIM,Blocks (blocks/s)
glioma_0060.jpg,33.43,data/dataset/glioma\glioma_0060.jpg,compressed_glioma_0060.jpg,6.16,data/compressed/kd_tree\compressed_glioma_0060.jpg,1:5,3.3875,3.5189,0,3.6304,0.0355,25.1433,0.8655,0
glioma_0061.jpg,31.53,data/dataset/glioma\glioma_0061.jpg,compressed_glioma_0061.jpg,5.79,data/compressed/kd_tree\compressed_glioma_0061.jpg,1:5,5.3751,3.3658,0,3.4778,0.034,27.3707,0.8874,0
glioma_0062.jpg,37.69,data/dataset/glioma\glioma_0062.jpg,compressed_glioma_0062.jpg,6.91,data/compressed/kd_tree\compressed_glioma_0062.jpg,1:5,3.3762,3.333,0,3.4383,0.0402,25.656,0.8533,0
glioma_0063.jpg,24.71,data/dataset/glioma\glioma_0063.jpg,compressed_glioma_0063.jpg,4.8,data/compressed/kd_tree\compressed_glioma_0063.jpg,1:5,3.1383,3.7294,0,3.8482,0.0225,27.3726,0.9115,0
glioma_0064.jpg,30.25,data/dataset/glioma\glioma_0064.jpg,compressed_glioma_0064.jpg,5.74,data/compressed/kd_tree\compressed_glioma_0064.jpg,1:5,3.022,3.4413,0,3.5408,0.0557,26.3712,0.8502,0
glioma_0065.jpg,35.71,data/dataset/glioma\glioma_0065.jpg,compressed_glioma_0065.jpg,6.56,data/compressed/kd_tree\compressed_glioma_0065.jpg,1:5,9.2092,3.328,0,3.4423,0.0376,25.5741,0.8618,0
glioma_0066.jpg,27.54,data/dataset/glioma\glioma_0066.jpg,compressed_glioma_0066.jpg,5.18,data/compressed/kd_tree\compressed_glioma_0066.jpg,1:5,3.0353,3.5389,0,3.6385,0.0342,30.7404,0.9043,0
glioma_0067.jpg,34.84,data/dataset/glioma\glioma_0067.jpg,compressed_glioma_0067.jpg,6.75,data/compressed/kd_tree\compressed_glioma_0067.jpg,1:5,4.2899,3.4184,0,3.5167,0.0386,26.3697,0.8446,0
glioma_0068.jpg,32.17,data/dataset/glioma\glioma_0068.jpg,compressed_glioma_0068.jpg,5.99,data/compressed/kd_tree\compressed_glioma_0068.jpg,1:5,0.0,3.2888,0,3.3798,0.0402,26.3768,0.8674,0
glioma_0069.jpg,49.7,data/dataset/glioma\glioma_0069.jpg,compressed_glioma_0069.jpg,8.7,data/compressed/kd_tree\compressed_glioma_0069.jpg,1:5,3.4914,3.1602,0,3.2787,0.0337,24.2501,0.798,0
glioma_0070.jpg,40.03,data/dataset/glioma\glioma_0070.jpg,compressed_glioma_0070.jpg,7.37,data/compressed/kd_tree\compressed_glioma_0070.jpg,1:5,4.4684,3.1979,0,3.3256,0.0408,25.4757,0.8525,0
glioma_0071.jpg,38.78,data/dataset/glioma\glioma_0071.jpg,compressed_glioma_0071.jpg,7.01,data/compressed/kd_tree\compressed_glioma_0071.jpg,1:5,4.0445,3.1833,0,3.2838,0.0484,26.0672,0.8648,0
glioma_0072.jpg,44.56,data/dataset/glioma\glioma_0072.jpg,compressed_glioma_0072.jpg,7.95,data/compressed/kd_tree\compressed_glioma_0072.jpg,1:5,3.3259,3.1265,0,3.2384,0.0366,24.8101,0.8076,0
glioma_0073.jpg,32.52,data/dataset/glioma\glioma_0073.jpg,compressed_glioma_0073.jpg,5.66,data/compressed/kd_tree\compressed_glioma_0073.jpg,1:5,2.5985,3.2651,0,3.3613,0.0271,28.5257,0.875,0
glioma_0074.jpg,27.25,data/dataset/glioma\glioma_0074.jpg,compressed_glioma_0074.jpg,4.97,data/compressed/kd_tree\compressed_glioma_0074.jpg,1:5,0.0,3.4009,0,3.4946,0.0435,28.1544,0.8779,0
glioma_0075.jpg,48.54,data/dataset/glioma\glioma_0075.jpg,compressed_glioma_0075.jpg,8.69,data/compressed/kd_tree\compressed_glioma_0075.jpg,1:5,2.7733,3.1366,0,3.2311,0.0472,22.6101,0.7915,0
glioma_0076.jpg,36.57,data/dataset/glioma\glioma_0076.jpg,compressed_glioma_0076.jpg,6.53,data/compressed/kd_tree\compressed_glioma_0076.jpg,1:5,3.9763,3.2524,0,3.3486,0.0419,27.1622,0.85,0
glioma_0077.jpg,33.62,data/dataset/glioma\glioma_0077.jpg,compressed_glioma_0077.jpg,6.15,data/compressed/kd_tree\compressed_glioma_0077.jpg,1:5,3.5582,3.3144,0,3.4095,0.0346,26.5918,0.8634,0
glioma_0078.jpg,23.51,data/dataset/glioma\glioma_0078.jpg,compressed_glioma_0078.jpg,4.43,data/compressed/kd_tree\compressed_glioma_0078.jpg,1:5,15.7712,3.3488,0,3.4628,0.0492,26.9285,0.9136,0
glioma_0079.jpg,34.35,data/dataset/glioma\glioma_0079.jpg,compressed_glioma_0079.jpg,6.42,data/compressed/kd_tree\compressed_glioma_0079.jpg,1:5,3.5627,3.2911,0,3.3905,0.0303,25.3299,0.8587,0
glioma_0080.jpg,38.32,data/dataset/glioma\glioma_0080.jpg,compressed_glioma_0080.jpg,7.09,data/compressed/kd_tree\compressed_glioma_0080.jpg,1:5,4.0724,3.1569,0,3.3017,0.0338,25.4534,0.8277,0
glioma_0081.jpg,43.4,data/dataset/glioma\glioma_0081.jpg,compressed_glioma_0081.jpg,7.73,data/compressed/kd_tree\compressed_glioma_0081.jpg,1:5,3.1972,3.1013,0,3.2069,0.0356,24.8917,0.8361,0
glioma_0082.jpg,41.9,data/dataset/glioma\glioma_0082.jpg,compressed_glioma_0082.jpg,7.47,data/compressed/kd_tree\compressed_glioma_0082.jpg,1:5,3.2215,3.1577,0,3.2759,0.0314,25.6763,0.8498,0
glioma_0083.jpg,25.89,data/dataset/glioma\glioma_0083.jpg,compressed_glioma_0083.jpg,4.84,data/compressed/kd_tree\compressed_glioma_0083.jpg,1:5,4.0517,3.3219,0,3.4322,0.0401,26.2913,0.8885,0
glioma_0084.jpg,22.32,data/dataset/glioma\glioma_0084.jpg,compressed_glioma_0084.jpg,4.36,data/compressed/kd_tree\compressed_glioma_0084.jpg,1:5,0.0,3.3537,0,3.4643,0.0496,27.5855,0.9163,0
glioma_0085.jpg,35.37,data/dataset/glioma\glioma_0085.jpg,compressed_glioma_0085.jpg,6.73,data/compressed/kd_tree\compressed_glioma_0085.jpg,1:5,3.7231,3.2331,0,3.3425,0.0278,25.956,0.8347,0
glioma_0086.jpg,40.89,data/dataset/glioma\glioma_0086.jpg,compressed_glioma_0086.jpg,7.55,data/compressed/kd_tree\compressed_glioma_0086.jpg,1:5,3.4678,3.1071,0,3.2318,0.0294,24.1499,0.8199,0
glioma_0087.jpg,39.87,data/dataset/glioma\glioma_0087.jpg,compressed_glioma_0087.jpg,7.07,data/compressed/kd_tree\compressed_glioma_0087.jpg,1:5,3.3612,3.1753,0,3.2701,0.04,25.6515,0.835,0
glioma_0088.jpg,35.33,data/dataset/glioma\glioma_0088.jpg,compressed_glioma_0088.jpg,6.52,data/compressed/kd_tree\compressed_glioma_0088.jpg,1:5,3.3605,3.2054,0,3.3226,0.0312,26.0554,0.8515,0
glioma_0089.jpg,44.86,data/dataset/glioma\glioma_0089.jpg,compressed_glioma_0089.jpg,8.1,data/compressed/kd_tree\compressed_glioma_0089.jpg,1:5,83.38,3.1546,0,3.3226,0.0371,24.8011,0.8192,0
glioma_0090.jpg,24.08,data/dataset/glioma\glioma_0090.jpg,compressed_glioma_0090.jpg,4.71,data/compressed/kd_tree\compressed_glioma_0090.jpg,1:5,2.0816,3.4219,0,3.5378,0.0312,24.7692,0.8952,0
glioma_0091.jpg,28.8,data/dataset/glioma\glioma_0091.jpg,compressed_glioma_0091.jpg,5.67,data/compressed/kd_tree\compressed_glioma_0091.jpg,1:5,2.6481,3.3992,0,3.4966,0.0364,25.793,0.8859,0
glioma_0092.jpg,38.81,data/dataset/glioma\glioma_0092.jpg,compressed_glioma_0092.jpg,7.13,data/compressed/kd_tree\compressed_glioma_0092.jpg,1:5,3.5441,3.1264,0,3.24,0.0381,24.8904,0.8486,0
glioma_0093.jpg,42.6,data/dataset/glioma\glioma_0093.jpg,compressed_glioma_0093.jpg,7.67,data/compressed/kd_tree\compressed_glioma_0093.jpg,1:5,1.6806,3.1643,0,3.2637,0.0223,24.5234,0.8336,0
glioma_0094.jpg,35.85,data/dataset/glioma\glioma_0094.jpg,compressed_glioma_0094.jpg,6.91,data/compressed/kd_tree\compressed_glioma_0094.jpg,1:5,2.9068,3.2529,0,3.347,0.0366,25.4154,0.834,0
glioma_0095.jpg,44.38,data/dataset/glioma\glioma_0095.jpg,compressed_glioma_0095.jpg,7.74,data/compressed/kd_tree\compressed_glioma_0095.jpg,1:5,4.498,3.1348,0,3.2265,0.027,26.6722,0.8456,0
glioma_0096.jpg,30.51,data/dataset/glioma\glioma_0096.jpg,compressed_glioma_0096.jpg,5.01,data/compressed/kd_tree\compressed_glioma_0096.jpg,1:6,2.8372,3.4065,0,3.5153,0.0349,27.0105,0.9091,0
glioma_0097.jpg,40.76,data/dataset/glioma\glioma_0097.jpg,compressed_glioma_0097.jpg,7.41,data/compressed/kd_tree\compressed_glioma_0097.jpg,1:5,4.3414,3.1353,0,3.256,0.0365,26.4998,0.8585,0
glioma_0098.jpg,21.53,data/dataset/glioma\glioma_0098.jpg,compressed_glioma_0098.jpg,4.09,data/compressed/kd_tree\compressed_glioma_0098.jpg,1:5,3.7971,3.4549,0,3.5634,0.0347,30.1011,0.9289,0
glioma_0099.jpg,48.13,data/dataset/glioma\glioma_0099.jpg,compressed_glioma_0099.jpg,8.77,data/compressed/kd_tree\compressed_glioma_0099.jpg,1:5,3.9108,3.1379,0,3.2592,0.0365,24.0858,0.8199,0
glioma_0100.jpg,47.48,data/dataset/glioma\glioma_0100.jpg,compressed_glioma_0100.jpg,8.33,data/compressed/kd_tree\compressed_glioma_0100.jpg,1:5,3.4015,3.1228,0,3.2183,0.0224,24.5335,0.8135,0
glioma_0101.jpg,32.41,data/dataset/glioma\glioma_0101.jpg,compressed_glioma_0101.jpg,6.08,data/compressed/kd_tree\compressed_glioma_0101.jpg,1:5,3.4032,3.1912,0,3.2878,0.0493,26.7159,0.8637,0
glioma_0102.jpg,50.99,data/dataset/glioma\glioma_0102.jpg,compressed_glioma_0102.jpg,8.86,data/compressed/kd_tree\compressed_glioma_0102.jpg,1:5,3.8691,3.1409,0,3.2356,0.0413,24.6696,0.7722,0
glioma_0103.jpg,43.93,data/dataset/glioma\glioma_0103.jpg,compressed_glioma_0103.jpg,7.88,data/compressed/kd_tree\compressed_glioma_0103.jpg,1:5,1.8737,3.1716,0,3.2675,0.0282,24.4416,0.8257,0
glioma_0104.jpg,28.27,data/dataset/glioma\glioma_0104.jpg,compressed_glioma_0104.jpg,5.32,data/compressed/kd_tree\compressed_glioma_0104.jpg,1:5,19.2788,3.4183,0,3.5375,0.0377,26.3653,0.8869,0
glioma_0105.jpg,21.73,data/dataset/glioma\glioma_0105.jpg,compressed_glioma_0105.jpg,3.92,data/compressed/kd_tree\compressed_glioma_0105.jpg,1:5,2.0328,3.5346,0,3.6432,0.045,30.4688,0.9369,0
glioma_0106.jpg,28.69,data/dataset/glioma\glioma_0106.jpg,compressed_glioma_0106.jpg,5.46,data/compressed/kd_tree\compressed_glioma_0106.jpg,1:5,2.8539,3.2823,0,3.3927,0.0389,27.2616,0.8819,0
glioma_0107.jpg,34.72,data/dataset/glioma\glioma_0107.jpg,compressed_glioma_0107.jpg,5.91,data/compressed/kd_tree\compressed_glioma_0107.jpg,1:5,3.6912,3.0783,0,3.1778,0.0395,27.4093,0.8731,0
glioma_0108.jpg,33.96,data/dataset/glioma\glioma_0108.jpg,compressed_glioma_0108.jpg,6.61,data/compressed/kd_tree\compressed_glioma_0108.jpg,1:5,3.9375,3.2833,0,3.382,0.0516,25.6315,0.847,0
glioma_0109.jpg,49.75,data/dataset/glioma\glioma_0109.jpg,compressed_glioma_0109.jpg,8.62,data/compressed/kd_tree\compressed_glioma_0109.jpg,1:5,2.871,3.1404,0,3.2334,0.0372,24.6775,0.8055,0
glioma_0110.jpg,36.35,data/dataset/glioma\glioma_0110.jpg,compressed_glioma_0110.jpg,6.73,data/compressed/kd_tree\compressed_glioma_0110.jpg,1:5,2.732,3.1891,0,3.2899,0.0357,26.3704,0.8538,0
glioma_0111.jpg,19.91,data/dataset/glioma\glioma_0111.jpg,compressed_glioma_0111.jpg,3.71,data/compressed/kd_tree\compressed_glioma_0111.jpg,1:5,3.5968,3.3097,0,3.4179,0.0332,32.8328,0.9333,0
glioma_0112.jpg,30.27,data/dataset/glioma\glioma_0112.jpg,compressed_glioma_0112.jpg,5.99,data/compressed/kd_tree\compressed_glioma_0112.jpg,1:5,2.6314,3.2587,0,3.3547,0.0434,26.0828,0.8537,0
glioma_0113.jpg,27.29,data/dataset/glioma\glioma_0113.jpg,compressed_glioma_0113.jpg,4.9,data/compressed/kd_tree\compressed_glioma_0113.jpg,1:5,2.9128,3.3197,0,3.43,0.0488,27.9356,0.8922,0
glioma_0114.jpg,37.37,data/dataset/glioma\glioma_0114.jpg,compressed_glioma_0114.jpg,6.94,data/compressed/kd_tree\compressed_glioma_0114.jpg,1:5,3.5293,3.2584,0,3.3715,0.0282,25.82,0.8517,0
glioma_0115.jpg,40.71,data/dataset/glioma\glioma_0115.jpg,compressed_glioma_0115.jpg,6.96,data/compressed/kd_tree\compressed_glioma_0115.jpg,1:5,3.3445,3.1579,0,3.2864,0.037,27.3603,0.8871,0
