Original Image,Original Image Size (KB),Original Image Path,Compressed Image,Compressed Image Size (KB),Compressed Image Path,Compression Ratio,Build Tree Time (ms),Nearest Search Time (ms),CNN Inference Time (ms),Encoding Time (s),Decoding Time (s),PSNR (dB),SSIM,Blocks (blocks/s)
glioma_0017.jpg,32.12,data/dataset/glioma\glioma_0017.jpg,compressed_glioma_0017.jpg,5.89,data/compressed/vp_tree\compressed_glioma_0017.jpg,1:5,12.8489,0.1302,17.5784,0.1648,0.034,24.8051,0.7946,7618.824
glioma_0018.jpg,31.18,data/dataset/glioma\glioma_0018.jpg,compressed_glioma_0018.jpg,5.42,data/compressed/vp_tree\compressed_glioma_0018.jpg,1:5,16.4006,0.1772,26.1238,0.24,0.0312,23.8495,0.8335,5184.2972
glioma_0019.jpg,35.71,data/dataset/glioma\glioma_0019.jpg,compressed_glioma_0019.jpg,6.25,data/compressed/vp_tree\compressed_glioma_0019.jpg,1:5,13.2785,0.0446,25.2285,0.0862,0.034,24.9562,0.7908,21460.8869
glioma_0020.jpg,33.06,data/dataset/glioma\glioma_0020.jpg,compressed_glioma_0020.jpg,5.69,data/compressed/vp_tree\compressed_glioma_0020.jpg,1:5,12.4898,0.0521,23.9153,0.0914,0.0342,24.1039,0.8124,18611.6242
glioma_0021.jpg,35.24,data/dataset/glioma\glioma_0021.jpg,compressed_glioma_0021.jpg,6.42,data/compressed/vp_tree\compressed_glioma_0021.jpg,1:5,16.8893,0.1135,18.5986,0.1614,0.0346,25.6499,0.7736,8200.6654
glioma_0022.jpg,24.8,data/dataset/glioma\glioma_0022.jpg,compressed_glioma_0022.jpg,4.74,data/compressed/vp_tree\compressed_glioma_0022.jpg,1:5,16.2933,0.2653,17.1306,0.3226,0.0363,24.062,0.8454,3554.6714
glioma_0023.jpg,47.17,data/dataset/glioma\glioma_0023.jpg,compressed_glioma_0023.jpg,8.04,data/compressed/vp_tree\compressed_glioma_0023.jpg,1:5,11.1578,0.0365,21.8015,0.0807,0.0356,22.0319,0.7095,21920.7036
glioma_0024.jpg,38.46,data/dataset/glioma\glioma_0024.jpg,compressed_glioma_0024.jpg,6.87,data/compressed/vp_tree\compressed_glioma_0024.jpg,1:5,14.9162,0.0401,17.004,0.0766,0.0367,23.331,0.752,24042.8537
glioma_0025.jpg,28.16,data/dataset/glioma\glioma_0025.jpg,compressed_glioma_0025.jpg,5.19,data/compressed/vp_tree\compressed_glioma_0025.jpg,1:5,15.4226,0.0588,16.2523,0.0943,0.0346,24.6246,0.8269,16626.0231
glioma_0026.jpg,45.09,data/dataset/glioma\glioma_0026.jpg,compressed_glioma_0026.jpg,7.47,data/compressed/vp_tree\compressed_glioma_0026.jpg,1:6,14.9596,0.0372,25.2371,0.0818,0.0356,24.2012,0.7449,24607.2115
glioma_0027.jpg,29.54,data/dataset/glioma\glioma_0027.jpg,compressed_glioma_0027.jpg,4.9,data/compressed/vp_tree\compressed_glioma_0027.jpg,1:6,11.0219,0.181,16.8097,0.222,0.0328,24.2589,0.8387,5329.8148
glioma_0028.jpg,47.39,data/dataset/glioma\glioma_0028.jpg,compressed_glioma_0028.jpg,7.79,data/compressed/vp_tree\compressed_glioma_0028.jpg,1:6,13.6945,0.0377,15.996,0.0751,0.0295,23.0935,0.7246,23336.7599
glioma_0029.jpg,37.75,data/dataset/glioma\glioma_0029.jpg,compressed_glioma_0029.jpg,6.57,data/compressed/vp_tree\compressed_glioma_0029.jpg,1:5,24.9,0.0416,25.1391,0.1062,0.0304,24.3957,0.8011,18235.8721
glioma_0030.jpg,37.38,data/dataset/glioma\glioma_0030.jpg,compressed_glioma_0030.jpg,6.67,data/compressed/vp_tree\compressed_glioma_0030.jpg,1:5,16.0449,0.1267,23.9053,0.172,0.0348,23.2733,0.7627,7752.1868
glioma_0031.jpg,27.73,data/dataset/glioma\glioma_0031.jpg,compressed_glioma_0031.jpg,4.87,data/compressed/vp_tree\compressed_glioma_0031.jpg,1:5,15.3387,0.2256,16.8238,0.2675,0.033,24.8775,0.8428,4371.4502
glioma_0032.jpg,33.37,data/dataset/glioma\glioma_0032.jpg,compressed_glioma_0032.jpg,6.05,data/compressed/vp_tree\compressed_glioma_0032.jpg,1:5,15.6634,0.1303,18.1103,0.1708,0.0336,23.2686,0.7949,7607.8656
glioma_0033.jpg,25.5,data/dataset/glioma\glioma_0033.jpg,compressed_glioma_0033.jpg,4.74,data/compressed/vp_tree\compressed_glioma_0033.jpg,1:5,14.312,0.1416,24.2088,0.1856,0.042,25.4655,0.8502,6963.5659
glioma_0034.jpg,27.22,data/dataset/glioma\glioma_0034.jpg,compressed_glioma_0034.jpg,5.0,data/compressed/vp_tree\compressed_glioma_0034.jpg,1:5,15.5504,0.1211,16.9261,0.1601,0.0319,28.051,0.8099,8176.8562
glioma_0035.jpg,33.68,data/dataset/glioma\glioma_0035.jpg,compressed_glioma_0035.jpg,5.89,data/compressed/vp_tree\compressed_glioma_0035.jpg,1:5,15.8432,0.0712,16.5634,0.1103,0.0342,24.4095,0.7957,13334.5565
glioma_0036.jpg,32.25,data/dataset/glioma\glioma_0036.jpg,compressed_glioma_0036.jpg,5.9,data/compressed/vp_tree\compressed_glioma_0036.jpg,1:5,17.0758,0.129,17.9541,0.1718,0.0362,26.3106,0.7924,7611.8432
glioma_0037.jpg,37.25,data/dataset/glioma\glioma_0037.jpg,compressed_glioma_0037.jpg,6.44,data/compressed/vp_tree\compressed_glioma_0037.jpg,1:5,15.2633,0.0939,17.3109,0.133,0.0341,24.7323,0.7653,10307.8885
glioma_0038.jpg,36.03,data/dataset/glioma\glioma_0038.jpg,compressed_glioma_0038.jpg,6.34,data/compressed/vp_tree\compressed_glioma_0038.jpg,1:5,19.4502,0.1091,15.4083,0.1477,0.0389,24.5738,0.7821,9071.8111
glioma_0039.jpg,38.77,data/dataset/glioma\glioma_0039.jpg,compressed_glioma_0039.jpg,6.68,data/compressed/vp_tree\compressed_glioma_0039.jpg,1:5,14.8435,0.1186,17.6675,0.1574,0.0347,24.1159,0.7416,8266.4518
glioma_0040.jpg,26.36,data/dataset/glioma\glioma_0040.jpg,compressed_glioma_0040.jpg,4.64,data/compressed/vp_tree\compressed_glioma_0040.jpg,1:5,15.624,0.0534,16.7475,0.0883,0.033,25.146,0.866,18319.4097
glioma_0041.jpg,37.05,data/dataset/glioma\glioma_0041.jpg,compressed_glioma_0041.jpg,6.69,data/compressed/vp_tree\compressed_glioma_0041.jpg,1:5,17.1821,0.1145,20.4494,0.1587,0.0362,23.6441,0.7552,8597.7241
glioma_0042.jpg,25.12,data/dataset/glioma\glioma_0042.jpg,compressed_glioma_0042.jpg,4.66,data/compressed/vp_tree\compressed_glioma_0042.jpg,1:5,10.3166,0.2012,16.6585,0.2471,0.0332,26.6612,0.8443,4663.5004
glioma_0043.jpg,36.52,data/dataset/glioma\glioma_0043.jpg,compressed_glioma_0043.jpg,6.51,data/compressed/vp_tree\compressed_glioma_0043.jpg,1:5,14.4498,0.1181,20.8032,0.1597,0.0382,22.9802,0.7706,8231.4863
glioma_0044.jpg,23.83,data/dataset/glioma\glioma_0044.jpg,compressed_glioma_0044.jpg,4.33,data/compressed/vp_tree\compressed_glioma_0044.jpg,1:5,14.8547,0.2288,17.8349,0.2737,0.0313,24.7575,0.8693,4291.0539
glioma_0045.jpg,30.97,data/dataset/glioma\glioma_0045.jpg,compressed_glioma_0045.jpg,5.82,data/compressed/vp_tree\compressed_glioma_0045.jpg,1:5,16.0456,0.0793,56.2367,0.1546,0.0327,23.8668,0.8128,12440.5984
glioma_0046.jpg,30.91,data/dataset/glioma\glioma_0046.jpg,compressed_glioma_0046.jpg,5.59,data/compressed/vp_tree\compressed_glioma_0046.jpg,1:5,5.0306,0.2506,56.5472,0.3201,0.035,25.6039,0.8057,3960.6526
glioma_0047.jpg,26.13,data/dataset/glioma\glioma_0047.jpg,compressed_glioma_0047.jpg,4.82,data/compressed/vp_tree\compressed_glioma_0047.jpg,1:5,15.8441,0.2412,63.0524,0.3294,0.0333,26.0263,0.825,4103.6196
glioma_0048.jpg,38.24,data/dataset/glioma\glioma_0048.jpg,compressed_glioma_0048.jpg,6.7,data/compressed/vp_tree\compressed_glioma_0048.jpg,1:5,5.0523,0.1274,56.797,0.1954,0.0348,23.652,0.7492,7728.1667
glioma_0049.jpg,44.89,data/dataset/glioma\glioma_0049.jpg,compressed_glioma_0049.jpg,7.76,data/compressed/vp_tree\compressed_glioma_0049.jpg,1:5,15.6984,0.0522,44.6918,0.1289,0.0361,21.4888,0.72,18784.1071
glioma_0050.jpg,33.55,data/dataset/glioma\glioma_0050.jpg,compressed_glioma_0050.jpg,5.96,data/compressed/vp_tree\compressed_glioma_0050.jpg,1:5,15.6946,0.0601,61.8858,0.1392,0.0432,23.6539,0.8004,16628.4048
glioma_0051.jpg,33.83,data/dataset/glioma\glioma_0051.jpg,compressed_glioma_0051.jpg,5.86,data/compressed/vp_tree\compressed_glioma_0051.jpg,1:5,0.0,0.2138,59.7584,0.2964,0.041,23.5176,0.8146,4346.7985
glioma_0052.jpg,32.6,data/dataset/glioma\glioma_0052.jpg,compressed_glioma_0052.jpg,5.81,data/compressed/vp_tree\compressed_glioma_0052.jpg,1:5,15.6479,0.1276,62.2003,0.2103,0.0402,25.8435,0.8043,7790.0803
glioma_0053.jpg,35.69,data/dataset/glioma\glioma_0053.jpg,compressed_glioma_0053.jpg,6.02,data/compressed/vp_tree\compressed_glioma_0053.jpg,1:5,15.8932,0.1884,55.239,0.2801,0.0321,24.4205,0.7904,5306.7397
glioma_0054.jpg,36.98,data/dataset/glioma\glioma_0054.jpg,compressed_glioma_0054.jpg,6.32,data/compressed/vp_tree\compressed_glioma_0054.jpg,1:5,15.7759,0.0492,62.1798,0.1293,0.0307,24.3317,0.777,19938.1994
glioma_0055.jpg,33.86,data/dataset/glioma\glioma_0055.jpg,compressed_glioma_0055.jpg,6.23,data/compressed/vp_tree\compressed_glioma_0055.jpg,1:5,11.3158,0.1081,59.4952,0.1825,0.0486,23.6802,0.7872,9251.9087
glioma_0056.jpg,25.72,data/dataset/glioma\glioma_0056.jpg,compressed_glioma_0056.jpg,4.52,data/compressed/vp_tree\compressed_glioma_0056.jpg,1:5,15.6674,0.1924,60.7531,0.2893,0.0284,26.6564,0.8566,4810.9084
glioma_0057.jpg,36.6,data/dataset/glioma\glioma_0057.jpg,compressed_glioma_0057.jpg,6.4,data/compressed/vp_tree\compressed_glioma_0057.jpg,1:5,0.0,0.0892,62.2694,0.1694,0.0474,23.1188,0.7782,9561.5826
glioma_0058.jpg,42.41,data/dataset/glioma\glioma_0058.jpg,compressed_glioma_0058.jpg,6.7,data/compressed/vp_tree\compressed_glioma_0058.jpg,1:6,15.6682,0.0386,61.6493,0.1237,0.03,25.2266,0.7859,22063.9438
glioma_0059.jpg,28.91,data/dataset/glioma\glioma_0059.jpg,compressed_glioma_0059.jpg,4.78,data/compressed/vp_tree\compressed_glioma_0059.jpg,1:6,16.1264,0.2013,49.855,0.2751,0.0455,25.5864,0.8598,4918.8552
glioma_0060.jpg,33.43,data/dataset/glioma\glioma_0060.jpg,compressed_glioma_0060.jpg,6.0,data/compressed/vp_tree\compressed_glioma_0060.jpg,1:5,16.0384,0.2118,56.5729,0.2895,0.0349,23.5476,0.8002,4722.2092
glioma_0061.jpg,31.53,data/dataset/glioma\glioma_0061.jpg,compressed_glioma_0061.jpg,5.72,data/compressed/vp_tree\compressed_glioma_0061.jpg,1:5,15.8663,0.1305,62.042,0.2115,0.0333,25.1997,0.8118,7664.1922
glioma_0062.jpg,37.69,data/dataset/glioma\glioma_0062.jpg,compressed_glioma_0062.jpg,6.75,data/compressed/vp_tree\compressed_glioma_0062.jpg,1:5,15.9576,0.0634,71.228,0.154,0.0327,23.9224,0.769,15318.2704
glioma_0063.jpg,24.71,data/dataset/glioma\glioma_0063.jpg,compressed_glioma_0063.jpg,4.62,data/compressed/vp_tree\compressed_glioma_0063.jpg,1:5,15.892,0.1633,53.5905,0.2398,0.0429,25.4628,0.8568,6050.5536
glioma_0064.jpg,30.25,data/dataset/glioma\glioma_0064.jpg,compressed_glioma_0064.jpg,5.75,data/compressed/vp_tree\compressed_glioma_0064.jpg,1:5,15.9655,0.2308,56.0272,0.3211,0.0354,24.5529,0.7879,4127.8988
glioma_0065.jpg,35.71,data/dataset/glioma\glioma_0065.jpg,compressed_glioma_0065.jpg,6.45,data/compressed/vp_tree\compressed_glioma_0065.jpg,1:5,0.0,0.0466,59.0951,0.1258,0.0321,23.6927,0.7765,15827.6789
glioma_0066.jpg,27.54,data/dataset/glioma\glioma_0066.jpg,compressed_glioma_0066.jpg,5.05,data/compressed/vp_tree\compressed_glioma_0066.jpg,1:5,0.0,0.056,60.2834,0.1359,0.0347,28.2887,0.8349,13717.3386
glioma_0067.jpg,34.84,data/dataset/glioma\glioma_0067.jpg,compressed_glioma_0067.jpg,6.55,data/compressed/vp_tree\compressed_glioma_0067.jpg,1:5,15.8172,0.0555,55.0001,0.13,0.0295,24.5098,0.7587,17603.1907
glioma_0068.jpg,32.17,data/dataset/glioma\glioma_0068.jpg,compressed_glioma_0068.jpg,5.84,data/compressed/vp_tree\compressed_glioma_0068.jpg,1:5,15.6999,0.1241,56.2303,0.2031,0.0325,24.6037,0.7959,7808.6765
glioma_0069.jpg,49.7,data/dataset/glioma\glioma_0069.jpg,compressed_glioma_0069.jpg,8.38,data/compressed/vp_tree\compressed_glioma_0069.jpg,1:5,0.0,0.0375,61.1343,0.1173,0.0322,22.391,0.703,18233.7818
glioma_0070.jpg,40.03,data/dataset/glioma\glioma_0070.jpg,compressed_glioma_0070.jpg,7.22,data/compressed/vp_tree\compressed_glioma_0070.jpg,1:5,7.0474,0.0517,61.2421,0.1232,0.0301,23.0953,0.7498,18981.4352
glioma_0071.jpg,38.78,data/dataset/glioma\glioma_0071.jpg,compressed_glioma_0071.jpg,6.76,data/compressed/vp_tree\compressed_glioma_0071.jpg,1:5,3.0224,0.055,59.7203,0.1215,0.0315,23.6706,0.7758,17735.4865
glioma_0072.jpg,44.56,data/dataset/glioma\glioma_0072.jpg,compressed_glioma_0072.jpg,7.63,data/compressed/vp_tree\compressed_glioma_0072.jpg,1:5,15.6515,0.0489,55.1364,0.1226,0.0341,23.2022,0.7227,19766.9703
glioma_0073.jpg,32.52,data/dataset/glioma\glioma_0073.jpg,compressed_glioma_0073.jpg,5.46,data/compressed/vp_tree\compressed_glioma_0073.jpg,1:5,0.0,0.0536,63.6823,0.1186,0.0359,26.2662,0.8022,18647.5022
glioma_0074.jpg,27.25,data/dataset/glioma\glioma_0074.jpg,compressed_glioma_0074.jpg,4.82,data/compressed/vp_tree\compressed_glioma_0074.jpg,1:5,16.0372,0.2423,69.1574,0.3349,0.0328,26.2451,0.826,4101.5779
glioma_0075.jpg,48.54,data/dataset/glioma\glioma_0075.jpg,compressed_glioma_0075.jpg,8.44,data/compressed/vp_tree\compressed_glioma_0075.jpg,1:5,16.0577,0.0495,54.2781,0.1226,0.0344,20.7303,0.693,19979.4728
glioma_0076.jpg,36.57,data/dataset/glioma\glioma_0076.jpg,compressed_glioma_0076.jpg,6.53,data/compressed/vp_tree\compressed_glioma_0076.jpg,1:5,16.073,0.0895,55.1295,0.1628,0.0414,24.7906,0.7633,11175.0616
glioma_0077.jpg,33.62,data/dataset/glioma\glioma_0077.jpg,compressed_glioma_0077.jpg,5.93,data/compressed/vp_tree\compressed_glioma_0077.jpg,1:5,0.0,0.0868,73.5071,0.1837,0.0297,24.7692,0.7922,9387.3116
glioma_0078.jpg,23.51,data/dataset/glioma\glioma_0078.jpg,compressed_glioma_0078.jpg,4.39,data/compressed/vp_tree\compressed_glioma_0078.jpg,1:5,16.1455,0.234,55.6974,0.3114,0.0375,24.2772,0.8675,4274.2713
glioma_0079.jpg,34.35,data/dataset/glioma\glioma_0079.jpg,compressed_glioma_0079.jpg,6.26,data/compressed/vp_tree\compressed_glioma_0079.jpg,1:5,17.9911,0.1021,60.6661,0.2017,0.0361,23.4858,0.7877,8325.5485
glioma_0080.jpg,38.32,data/dataset/glioma\glioma_0080.jpg,compressed_glioma_0080.jpg,6.8,data/compressed/vp_tree\compressed_glioma_0080.jpg,1:5,0.0,0.0963,67.4367,0.1978,0.0311,23.6971,0.7483,7853.7407
glioma_0081.jpg,43.4,data/dataset/glioma\glioma_0081.jpg,compressed_glioma_0081.jpg,7.51,data/compressed/vp_tree\compressed_glioma_0081.jpg,1:5,0.0,0.0439,70.9431,0.1334,0.0338,22.7344,0.741,16395.6958
glioma_0082.jpg,41.9,data/dataset/glioma\glioma_0082.jpg,compressed_glioma_0082.jpg,7.18,data/compressed/vp_tree\compressed_glioma_0082.jpg,1:5,15.6555,0.039,55.3989,0.118,0.0368,23.0267,0.7525,21815.2637
glioma_0083.jpg,25.89,data/dataset/glioma\glioma_0083.jpg,compressed_glioma_0083.jpg,4.72,data/compressed/vp_tree\compressed_glioma_0083.jpg,1:5,15.8653,0.0661,56.2704,0.1409,0.0402,24.412,0.8453,15124.9883
glioma_0084.jpg,22.32,data/dataset/glioma\glioma_0084.jpg,compressed_glioma_0084.jpg,4.24,data/compressed/vp_tree\compressed_glioma_0084.jpg,1:5,15.7192,0.2633,48.5721,0.3382,0.0307,25.8833,0.8767,3766.97
glioma_0085.jpg,35.37,data/dataset/glioma\glioma_0085.jpg,compressed_glioma_0085.jpg,6.46,data/compressed/vp_tree\compressed_glioma_0085.jpg,1:5,19.305,0.1369,55.2201,0.2159,0.0336,24.5511,0.7561,7245.4415
glioma_0086.jpg,40.89,data/dataset/glioma\glioma_0086.jpg,compressed_glioma_0086.jpg,7.29,data/compressed/vp_tree\compressed_glioma_0086.jpg,1:5,0.0,0.127,60.3025,0.199,0.0353,22.7428,0.7373,7673.0236
glioma_0087.jpg,39.87,data/dataset/glioma\glioma_0087.jpg,compressed_glioma_0087.jpg,6.88,data/compressed/vp_tree\compressed_glioma_0087.jpg,1:5,16.1355,0.09,71.0359,0.1951,0.027,23.8348,0.7572,11107.1187
glioma_0088.jpg,35.33,data/dataset/glioma\glioma_0088.jpg,compressed_glioma_0088.jpg,6.3,data/compressed/vp_tree\compressed_glioma_0088.jpg,1:5,3.0136,0.1228,65.6245,0.1963,0.0358,24.28,0.7681,8087.2931
glioma_0089.jpg,44.86,data/dataset/glioma\glioma_0089.jpg,compressed_glioma_0089.jpg,7.91,data/compressed/vp_tree\compressed_glioma_0089.jpg,1:5,16.1269,0.048,60.2138,0.1267,0.0325,22.898,0.7249,20853.9113
glioma_0090.jpg,24.08,data/dataset/glioma\glioma_0090.jpg,compressed_glioma_0090.jpg,4.66,data/compressed/vp_tree\compressed_glioma_0090.jpg,1:5,16.0482,0.2305,58.6159,0.3129,0.0288,23.1569,0.8436,4319.741
glioma_0091.jpg,28.8,data/dataset/glioma\glioma_0091.jpg,compressed_glioma_0091.jpg,5.55,data/compressed/vp_tree\compressed_glioma_0091.jpg,1:5,16.1068,0.1231,51.9228,0.1983,0.0332,23.5869,0.8177,7923.0221
glioma_0092.jpg,38.81,data/dataset/glioma\glioma_0092.jpg,compressed_glioma_0092.jpg,6.9,data/compressed/vp_tree\compressed_glioma_0092.jpg,1:5,15.9881,0.0655,51.8506,0.1364,0.0491,22.8801,0.7663,15264.3192
glioma_0093.jpg,42.6,data/dataset/glioma\glioma_0093.jpg,compressed_glioma_0093.jpg,7.39,data/compressed/vp_tree\compressed_glioma_0093.jpg,1:5,0.0,0.0511,61.8668,0.1172,0.0348,22.3946,0.7432,18494.9329
glioma_0094.jpg,35.85,data/dataset/glioma\glioma_0094.jpg,compressed_glioma_0094.jpg,6.73,data/compressed/vp_tree\compressed_glioma_0094.jpg,1:5,16.0687,0.0436,52.7558,0.1145,0.0424,23.8164,0.7511,22943.4465
glioma_0095.jpg,44.38,data/dataset/glioma\glioma_0095.jpg,compressed_glioma_0095.jpg,7.54,data/compressed/vp_tree\compressed_glioma_0095.jpg,1:5,0.0,0.0731,59.7787,0.1378,0.0381,24.3361,0.7396,13296.9477
glioma_0096.jpg,30.51,data/dataset/glioma\glioma_0096.jpg,compressed_glioma_0096.jpg,4.88,data/compressed/vp_tree\compressed_glioma_0096.jpg,1:6,15.8393,0.1699,55.5422,0.2632,0.0279,24.5041,0.8529,5858.6297
glioma_0097.jpg,40.76,data/dataset/glioma\glioma_0097.jpg,compressed_glioma_0097.jpg,7.28,data/compressed/vp_tree\compressed_glioma_0097.jpg,1:5,15.7952,0.0314,46.2279,0.1319,0.0348,24.5946,0.758,19317.2885
glioma_0098.jpg,21.53,data/dataset/glioma\glioma_0098.jpg,compressed_glioma_0098.jpg,4.03,data/compressed/vp_tree\compressed_glioma_0098.jpg,1:5,16.1157,0.1822,55.7933,0.2585,0.0403,27.4316,0.8868,5488.236
glioma_0099.jpg,48.13,data/dataset/glioma\glioma_0099.jpg,compressed_glioma_0099.jpg,8.41,data/compressed/vp_tree\compressed_glioma_0099.jpg,1:5,15.9993,0.0357,71.6186,0.1262,0.0382,21.9391,0.7059,26507.3987
glioma_0100.jpg,47.48,data/dataset/glioma\glioma_0100.jpg,compressed_glioma_0100.jpg,8.09,data/compressed/vp_tree\compressed_glioma_0100.jpg,1:5,15.7609,0.0392,57.4162,0.1182,0.0333,22.4793,0.7159,22910.5245
glioma_0101.jpg,32.41,data/dataset/glioma\glioma_0101.jpg,compressed_glioma_0101.jpg,5.96,data/compressed/vp_tree\compressed_glioma_0101.jpg,1:5,9.1534,0.1305,59.685,0.2108,0.0347,24.6883,0.7889,7266.2554
glioma_0102.jpg,50.99,data/dataset/glioma\glioma_0102.jpg,compressed_glioma_0102.jpg,8.63,data/compressed/vp_tree\compressed_glioma_0102.jpg,1:5,6.9647,0.0384,76.0615,0.1316,0.0345,23.1114,0.6719,21082.4913
glioma_0103.jpg,43.93,data/dataset/glioma\glioma_0103.jpg,compressed_glioma_0103.jpg,7.81,data/compressed/vp_tree\compressed_glioma_0103.jpg,1:5,15.6548,0.1105,55.4705,0.1843,0.0464,22.5409,0.7334,9047.6364
glioma_0104.jpg,28.27,data/dataset/glioma\glioma_0104.jpg,compressed_glioma_0104.jpg,5.15,data/compressed/vp_tree\compressed_glioma_0104.jpg,1:5,0.0,0.2493,67.5244,0.3306,0.0302,24.1838,0.8335,3992.3362
glioma_0105.jpg,21.73,data/dataset/glioma\glioma_0105.jpg,compressed_glioma_0105.jpg,3.86,data/compressed/vp_tree\compressed_glioma_0105.jpg,1:5,15.7766,0.2078,69.7248,0.2994,0.0354,27.341,0.8866,4787.3565
glioma_0106.jpg,28.69,data/dataset/glioma\glioma_0106.jpg,compressed_glioma_0106.jpg,5.25,data/compressed/vp_tree\compressed_glioma_0106.jpg,1:5,15.8038,0.1228,59.4015,0.2036,0.0292,25.7178,0.8211,8108.5005
glioma_0107.jpg,34.72,data/dataset/glioma\glioma_0107.jpg,compressed_glioma_0107.jpg,5.75,data/compressed/vp_tree\compressed_glioma_0107.jpg,1:6,16.0103,0.0489,54.3969,0.1231,0.0275,25.0772,0.803,19876.0102
glioma_0108.jpg,33.96,data/dataset/glioma\glioma_0108.jpg,compressed_glioma_0108.jpg,6.29,data/compressed/vp_tree\compressed_glioma_0108.jpg,1:5,16.0491,0.1272,62.1572,0.2156,0.0354,24.155,0.779,7507.8965
