Original Image,Original Image Size (KB),Original Image Path,Compressed Image,Compressed Image Size (KB),Compressed Image Path,Compression Ratio,Build Tree Time (ms),Nearest Search Time (ms),CNN Inference Time (ms),Encoding Time (s),Decoding Time (s),PSNR (dB),SSIM,Blocks (blocks/s)
glioma_0059.jpg,28.91,data/dataset/glioma\glioma_0059.jpg,compressed_glioma_0059.jpg,4.81,data/compressed/enhanced\compressed_glioma_0059.jpg,1:6,0.0,0.5182,56.3495,0.5896,0.0354,28.4229,0.9199,1920.195
glioma_0060.jpg,33.43,data/dataset/glioma\glioma_0060.jpg,compressed_glioma_0060.jpg,6.16,data/compressed/enhanced\compressed_glioma_0060.jpg,1:5,0.0,0.3993,55.2738,0.4801,0.0329,25.1433,0.8655,2504.2037
glioma_0061.jpg,31.53,data/dataset/glioma\glioma_0061.jpg,compressed_glioma_0061.jpg,5.79,data/compressed/enhanced\compressed_glioma_0061.jpg,1:5,0.0,0.5401,61.4345,0.6237,0.0356,27.3707,0.8874,1829.9428
glioma_0062.jpg,37.69,data/dataset/glioma\glioma_0062.jpg,compressed_glioma_0062.jpg,6.91,data/compressed/enhanced\compressed_glioma_0062.jpg,1:5,0.0,0.5791,73.5929,0.6669,0.0596,25.656,0.8533,1725.8208
glioma_0063.jpg,24.71,data/dataset/glioma\glioma_0063.jpg,compressed_glioma_0063.jpg,4.8,data/compressed/enhanced\compressed_glioma_0063.jpg,1:5,9.6869,0.4762,56.8805,0.5681,0.0392,27.3726,0.9115,2063.3832
glioma_0064.jpg,30.25,data/dataset/glioma\glioma_0064.jpg,compressed_glioma_0064.jpg,5.74,data/compressed/enhanced\compressed_glioma_0064.jpg,1:5,16.1853,0.4295,62.3181,0.5183,0.0388,26.3712,0.8502,2328.2577
glioma_0065.jpg,35.71,data/dataset/glioma\glioma_0065.jpg,compressed_glioma_0065.jpg,6.56,data/compressed/enhanced\compressed_glioma_0065.jpg,1:5,0.0,0.5254,70.9734,0.6174,0.0347,25.5741,0.8618,1875.7028
glioma_0066.jpg,27.54,data/dataset/glioma\glioma_0066.jpg,compressed_glioma_0066.jpg,5.18,data/compressed/enhanced\compressed_glioma_0066.jpg,1:5,9.0983,0.5786,69.7777,0.6735,0.0428,30.7404,0.9043,1722.1366
glioma_0067.jpg,34.84,data/dataset/glioma\glioma_0067.jpg,compressed_glioma_0067.jpg,6.75,data/compressed/enhanced\compressed_glioma_0067.jpg,1:5,0.0,0.5915,58.1973,0.6759,0.0277,26.3697,0.8446,1660.5627
glioma_0068.jpg,32.17,data/dataset/glioma\glioma_0068.jpg,compressed_glioma_0068.jpg,5.99,data/compressed/enhanced\compressed_glioma_0068.jpg,1:5,16.1126,0.5772,48.7914,0.6619,0.0351,26.3768,0.8674,1719.3982
glioma_0069.jpg,49.7,data/dataset/glioma\glioma_0069.jpg,compressed_glioma_0069.jpg,8.7,data/compressed/enhanced\compressed_glioma_0069.jpg,1:5,14.909,0.6773,58.5568,0.7723,0.0377,24.2501,0.798,1467.3726
glioma_0070.jpg,40.03,data/dataset/glioma\glioma_0070.jpg,compressed_glioma_0070.jpg,7.37,data/compressed/enhanced\compressed_glioma_0070.jpg,1:5,16.1166,0.6272,49.6902,0.7175,0.0354,25.4757,0.8525,1573.7727
glioma_0071.jpg,38.78,data/dataset/glioma\glioma_0071.jpg,compressed_glioma_0071.jpg,7.01,data/compressed/enhanced\compressed_glioma_0071.jpg,1:5,0.0,0.6092,58.5217,0.6952,0.0339,26.0672,0.8648,1608.2418
glioma_0072.jpg,44.56,data/dataset/glioma\glioma_0072.jpg,compressed_glioma_0072.jpg,7.95,data/compressed/enhanced\compressed_glioma_0072.jpg,1:5,79.6535,0.6262,46.7031,0.7917,0.0334,24.8101,0.8076,1540.628
glioma_0073.jpg,32.52,data/dataset/glioma\glioma_0073.jpg,compressed_glioma_0073.jpg,5.66,data/compressed/enhanced\compressed_glioma_0073.jpg,1:5,11.9896,0.5287,55.8105,0.6164,0.0339,28.5257,0.875,1866.6183
glioma_0074.jpg,27.25,data/dataset/glioma\glioma_0074.jpg,compressed_glioma_0074.jpg,4.97,data/compressed/enhanced\compressed_glioma_0074.jpg,1:5,6.4788,0.4207,71.3964,0.511,0.0622,28.1544,0.8779,2364.4191
glioma_0075.jpg,48.54,data/dataset/glioma\glioma_0075.jpg,compressed_glioma_0075.jpg,8.69,data/compressed/enhanced\compressed_glioma_0075.jpg,1:5,0.0,0.6649,61.4836,0.7485,0.0358,22.6101,0.7915,1490.4004
glioma_0076.jpg,36.57,data/dataset/glioma\glioma_0076.jpg,compressed_glioma_0076.jpg,6.53,data/compressed/enhanced\compressed_glioma_0076.jpg,1:5,0.0,0.6046,55.8598,0.6787,0.0379,27.1622,0.85,1644.0412
glioma_0077.jpg,33.62,data/dataset/glioma\glioma_0077.jpg,compressed_glioma_0077.jpg,6.15,data/compressed/enhanced\compressed_glioma_0077.jpg,1:5,15.7363,0.553,46.4914,0.6319,0.0346,26.5918,0.8634,1801.4253
glioma_0078.jpg,23.51,data/dataset/glioma\glioma_0078.jpg,compressed_glioma_0078.jpg,4.43,data/compressed/enhanced\compressed_glioma_0078.jpg,1:5,2.0154,0.3572,66.4141,0.4363,0.0335,26.9285,0.9136,2799.81
glioma_0079.jpg,34.35,data/dataset/glioma\glioma_0079.jpg,compressed_glioma_0079.jpg,6.42,data/compressed/enhanced\compressed_glioma_0079.jpg,1:5,6.1035,0.5234,76.4928,0.6381,0.0347,25.3299,0.8587,1847.7555
glioma_0080.jpg,38.32,data/dataset/glioma\glioma_0080.jpg,compressed_glioma_0080.jpg,7.09,data/compressed/enhanced\compressed_glioma_0080.jpg,1:5,8.2827,0.5124,61.5396,0.5972,0.0365,25.4534,0.8277,1941.5836
glioma_0081.jpg,43.4,data/dataset/glioma\glioma_0081.jpg,compressed_glioma_0081.jpg,7.73,data/compressed/enhanced\compressed_glioma_0081.jpg,1:5,0.0,0.6089,55.49,0.6802,0.0331,24.8917,0.8361,1639.1841
glioma_0082.jpg,41.9,data/dataset/glioma\glioma_0082.jpg,compressed_glioma_0082.jpg,7.47,data/compressed/enhanced\compressed_glioma_0082.jpg,1:5,15.8627,0.5985,50.9102,0.6894,0.0335,25.6763,0.8498,1644.6254
glioma_0083.jpg,25.89,data/dataset/glioma\glioma_0083.jpg,compressed_glioma_0083.jpg,4.84,data/compressed/enhanced\compressed_glioma_0083.jpg,1:5,16.0608,0.381,50.997,0.4593,0.031,26.2913,0.8885,2610.7637
glioma_0084.jpg,22.32,data/dataset/glioma\glioma_0084.jpg,compressed_glioma_0084.jpg,4.36,data/compressed/enhanced\compressed_glioma_0084.jpg,1:5,0.0,0.3631,58.4693,0.4359,0.0334,27.5855,0.9163,2720.0828
glioma_0085.jpg,35.37,data/dataset/glioma\glioma_0085.jpg,compressed_glioma_0085.jpg,6.73,data/compressed/enhanced\compressed_glioma_0085.jpg,1:5,0.0,0.5588,62.1207,0.6368,0.035,25.956,0.8347,1784.8896
glioma_0086.jpg,40.89,data/dataset/glioma\glioma_0086.jpg,compressed_glioma_0086.jpg,7.55,data/compressed/enhanced\compressed_glioma_0086.jpg,1:5,15.6841,0.5514,56.1035,0.6477,0.0516,24.1499,0.8199,1778.2011
glioma_0087.jpg,39.87,data/dataset/glioma\glioma_0087.jpg,compressed_glioma_0087.jpg,7.07,data/compressed/enhanced\compressed_glioma_0087.jpg,1:5,4.5505,0.5059,76.232,0.602,0.0412,25.6515,0.835,1964.4526
glioma_0088.jpg,35.33,data/dataset/glioma\glioma_0088.jpg,compressed_glioma_0088.jpg,6.52,data/compressed/enhanced\compressed_glioma_0088.jpg,1:5,5.3279,0.5444,66.2365,0.6325,0.0329,26.0554,0.8515,1825.5467
glioma_0089.jpg,44.86,data/dataset/glioma\glioma_0089.jpg,compressed_glioma_0089.jpg,8.1,data/compressed/enhanced\compressed_glioma_0089.jpg,1:5,14.4403,0.7045,53.6864,0.7957,0.0373,24.8011,0.8192,1408.7689
glioma_0090.jpg,24.08,data/dataset/glioma\glioma_0090.jpg,compressed_glioma_0090.jpg,4.71,data/compressed/enhanced\compressed_glioma_0090.jpg,1:5,15.7361,0.3461,47.5988,0.4208,0.0344,24.7692,0.8952,2876.1218
glioma_0091.jpg,28.8,data/dataset/glioma\glioma_0091.jpg,compressed_glioma_0091.jpg,5.67,data/compressed/enhanced\compressed_glioma_0091.jpg,1:5,0.0,0.5275,68.7625,0.6311,0.0347,25.793,0.8859,1842.0995
glioma_0092.jpg,38.81,data/dataset/glioma\glioma_0092.jpg,compressed_glioma_0092.jpg,7.13,data/compressed/enhanced\compressed_glioma_0092.jpg,1:5,0.0,0.5966,71.9223,0.6852,0.038,24.8904,0.8486,1669.6363
glioma_0093.jpg,42.6,data/dataset/glioma\glioma_0093.jpg,compressed_glioma_0093.jpg,7.67,data/compressed/enhanced\compressed_glioma_0093.jpg,1:5,0.0,0.6526,60.1223,0.7336,0.0348,24.5234,0.8336,1520.4759
glioma_0094.jpg,35.85,data/dataset/glioma\glioma_0094.jpg,compressed_glioma_0094.jpg,6.91,data/compressed/enhanced\compressed_glioma_0094.jpg,1:5,0.0,0.518,51.5475,0.6004,0.039,25.4154,0.834,1865.7109
glioma_0095.jpg,44.38,data/dataset/glioma\glioma_0095.jpg,compressed_glioma_0095.jpg,7.74,data/compressed/enhanced\compressed_glioma_0095.jpg,1:5,0.0,0.6912,71.5466,0.785,0.0367,26.6722,0.8456,1435.3139
glioma_0096.jpg,30.51,data/dataset/glioma\glioma_0096.jpg,compressed_glioma_0096.jpg,5.01,data/compressed/enhanced\compressed_glioma_0096.jpg,1:6,15.6615,0.4096,51.4486,0.5087,0.0369,27.0105,0.9091,2323.9291
glioma_0097.jpg,40.76,data/dataset/glioma\glioma_0097.jpg,compressed_glioma_0097.jpg,7.41,data/compressed/enhanced\compressed_glioma_0097.jpg,1:5,0.0,0.643,62.0785,0.733,0.0347,26.4998,0.8585,1530.1069
glioma_0098.jpg,21.53,data/dataset/glioma\glioma_0098.jpg,compressed_glioma_0098.jpg,4.09,data/compressed/enhanced\compressed_glioma_0098.jpg,1:5,0.0,0.5191,57.5829,0.5912,0.0352,30.1011,0.9289,1921.4036
glioma_0099.jpg,48.13,data/dataset/glioma\glioma_0099.jpg,compressed_glioma_0099.jpg,8.77,data/compressed/enhanced\compressed_glioma_0099.jpg,1:5,6.3868,0.6755,61.5253,0.7621,0.0344,24.0858,0.8199,1475.1126
glioma_0100.jpg,47.48,data/dataset/glioma\glioma_0100.jpg,compressed_glioma_0100.jpg,8.33,data/compressed/enhanced\compressed_glioma_0100.jpg,1:5,13.274,0.7129,53.371,0.8037,0.035,24.5335,0.8135,1391.2673
glioma_0101.jpg,32.41,data/dataset/glioma\glioma_0101.jpg,compressed_glioma_0101.jpg,6.08,data/compressed/enhanced\compressed_glioma_0101.jpg,1:5,0.0,0.5247,58.0282,0.598,0.0388,26.7159,0.8637,1896.2989
glioma_0102.jpg,50.99,data/dataset/glioma\glioma_0102.jpg,compressed_glioma_0102.jpg,8.86,data/compressed/enhanced\compressed_glioma_0102.jpg,1:5,0.0,0.6803,71.5315,0.7775,0.0378,24.6696,0.7722,1464.7468
glioma_0103.jpg,43.93,data/dataset/glioma\glioma_0103.jpg,compressed_glioma_0103.jpg,7.88,data/compressed/enhanced\compressed_glioma_0103.jpg,1:5,0.0,0.5075,55.7475,0.5815,0.0385,24.4416,0.8257,1947.6208
glioma_0104.jpg,28.27,data/dataset/glioma\glioma_0104.jpg,compressed_glioma_0104.jpg,5.32,data/compressed/enhanced\compressed_glioma_0104.jpg,1:5,5.1925,0.4161,76.4804,0.5088,0.0402,26.3653,0.8869,2397.3298
glioma_0105.jpg,21.73,data/dataset/glioma\glioma_0105.jpg,compressed_glioma_0105.jpg,3.92,data/compressed/enhanced\compressed_glioma_0105.jpg,1:5,2.9004,0.4837,65.6917,0.5687,0.0361,30.4688,0.9369,2047.424
glioma_0106.jpg,28.69,data/dataset/glioma\glioma_0106.jpg,compressed_glioma_0106.jpg,5.46,data/compressed/enhanced\compressed_glioma_0106.jpg,1:5,0.0,0.5419,57.0548,0.6358,0.0323,27.2616,0.8819,1769.22
glioma_0107.jpg,34.72,data/dataset/glioma\glioma_0107.jpg,compressed_glioma_0107.jpg,5.91,data/compressed/enhanced\compressed_glioma_0107.jpg,1:5,0.0,0.6695,59.2723,0.7488,0.0336,27.4093,0.8731,1487.3491
glioma_0108.jpg,33.96,data/dataset/glioma\glioma_0108.jpg,compressed_glioma_0108.jpg,6.61,data/compressed/enhanced\compressed_glioma_0108.jpg,1:5,16.0904,0.5199,49.0885,0.5986,0.0421,25.6315,0.847,1923.343
glioma_0109.jpg,49.75,data/dataset/glioma\glioma_0109.jpg,compressed_glioma_0109.jpg,8.62,data/compressed/enhanced\compressed_glioma_0109.jpg,1:5,0.0,0.6324,71.7926,0.7301,0.0323,24.6775,0.8055,1555.5755
glioma_0110.jpg,36.35,data/dataset/glioma\glioma_0110.jpg,compressed_glioma_0110.jpg,6.73,data/compressed/enhanced\compressed_glioma_0110.jpg,1:5,16.0155,0.5222,51.1606,0.6057,0.0387,26.3704,0.8538,1905.011
